Compound_name,Extracted_name,Molecular_weight,Type,Capacity_per_gram_in_mAh,Voltage_in_V,Efficiency_in_percent
MnO2 @ N-CNT,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Anode,1415.0,3.0,38.0
MnS-(ZnCo)S / N-C,"[{'Mn': '1.0', 'S': '1.0'}]",86.998,Anode,396.0,3.0,94.0
MnSâC,"[{'Mn': '1.0', 'S': '1.0'}]",86.998,Anode,1445.0,3.0,94.0
Li1.15(Ni0.36Mn0.64)0.85O2,"[{'Ni': '0.306', 'Mn': '0.544', 'Li': '1.15', 'O': '2.0'}]",87.82533000000001,Cathode,220.0,2.0,82.0
FeHCF,"[{'Fe': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",87.86200000000001,Cathode,50.0,2.0,94.0
FeS,"[{'Fe': '1.0', 'S': '1.0'}]",87.905,Anode,703.0,2.0,94.0
FeS @ CMK-5,"[{'Fe': '1.0', 'S': '1.0'}]",87.905,Anode,720.0,2.0,94.0
HCN @ TiN-S,"[{'H': '1.0', 'C': '1.0', 'N': '1.0'}, {'Ti': '1.0', 'N': '1.0'}]",88.9,Cathode,1097.8,2.0,98.0
Li1.131Mn0.504Ni0.243Co0.122O2,"[{'Li': '1.131', 'Mn': '0.504', 'Ni': '0.243', 'Co': '0.122', 'O': '2.0'}]",88.988117,Cathode,246.5,2.0,94.0
SiO / CNF,"[{'Si': '1.0', 'O': '1.0'}, {'C': '1.0', 'N': '1.0', 'F': '1.0'}]",89.10000000000001,Anode,700.0,2.0,94.0
Li0.33MnO2,"[{'Li': '0.33', 'Mn': '1.0', 'O': '2.0'}]",89.2262,Cathode,200.0,2.0,94.0
Nickel phosphide,"[{'Ni': '1.0', 'P': '1.0'}]",89.667,Anode,500.0,0.4,94.0
CoP,"[{'Co': '1.0', 'P': '1.0'}]",89.907,Anode,500.0,3.0,94.0
Si @ TiN,"[{'Si': '1.0'}, {'Ti': '1.0', 'N': '1.0'}]",89.959,Anode,2048.8,2.0,94.0
SiP2,"[{'Si': '1.0', 'P': '2.0'}]",90.033,Anode,491.0,2.0,94.0
NiHCF,"[{'Ni': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",90.71,Cathode,60.0,3.3,94.0
NiS,"[{'Ni': '1.0', 'S': '1.0'}]",90.753,Cathode,153.0,2.0,94.0
Ni / S,"[{'Ni': '1.0'}, {'S': '1.0'}]",90.753,Cathode,660.0,2.0,94.0
Li1.3Nb0.3Mn0.4O2,"[{'Li': '1.3', 'Nb': '0.3', 'Mn': '0.4', 'O': '2.0'}]",90.867,Cathode,300.0,2.0,94.0
LiCrO2Â·Li2MnO3,"[{'Li': '1.0', 'Cr': '1.0', 'O': '2.0'}]",90.934,Cathode,172.0,2.73,85.0
Li2S / CNF,"[{'Li': '2.0', 'S': '1.0'}, {'C': '1.0', 'N': '1.0', 'F': '1.0'}]",90.95600000000002,Cathode,520.0,2.0,94.0
Se / C,"[{'Se': '1.0'}, {'C': '1.0'}]",90.982,Cathode,600.0,2.0,95.0
N-doped C / Se,"[{'C': '1.0'}, {'Se': '1.0'}]",90.982,Cathode,449.0,2.0,95.0
CoS @ 1T-MoS2,"[{'Co': '1.0', 'S': '1.0'}]",90.993,Anode,1294.0,2.0,94.0
CoS,"[{'Co': '1.0', 'S': '1.0'}]",90.993,Anode,434.5,2.0,94.0
CNT / CoS,"[{'Co': '1.0', 'S': '1.0'}]",90.993,Anode,180.0,2.0,94.0
LiCr0.33V0.33Mn0.33O2,"[{'Li': '1.0', 'Cr': '0.33', 'V': '0.33', 'Mn': '0.33', 'O': '2.0'}]",91.036915,Cathode,210.0,2.0,94.0
SiVC-2,"[{'Si': '1.0', 'V': '1.0', 'C': '1.0'}]",91.0375,Anode,901.0,2.0,94.0
NiOOH,"[{'Ni': '1.0', 'O': '2.0', 'H': '1.0'}]",91.699,Cathode,275.0,1.15,94.0
TiO2 / C,"[{'Ti': '1.0', 'O': '2.0'}, {'C': '1.0'}]",91.876,Anode,207.0,2.0,84.2
TiO2-Sn / C,"[{'Ti': '1.0', 'O': '2.0'}, {'C': '1.0'}]",91.876,Anode,731.0,2.0,84.2
TiO2 @ C,"[{'Ti': '1.0', 'O': '2.0'}, {'C': '1.0'}]",91.876,Anode,253.3,2.0,84.2
Orthosilicate,"[{'Si': '1.0', 'O': '4.0'}]",92.081,Cathode,14.0,2.5,94.0
Ni(OH)2,"[{'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",92.707,Cathode,289.0,0.1,94.0
Ni(OH)2 / GO,"[{'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",92.707,Anode,587.0,0.1,94.0
Li2Se,"[{'Li': '2.0', 'Se': '1.0'}]",92.851,Cathode,100.0,2.4,94.0
MnF2,"[{'Mn': '1.0', 'F': '2.0'}]",92.934,Anode,540.0,2.0,100.0
Co(OH)2,"[{'O': '2.0', 'H': '2.0', 'Co': '1.0'}]",92.947,Anode,690.0,2.0,94.0
LiAl0.15Co0.85O2,"[{'Li': '1.0', 'Al': '0.15', 'Co': '0.85', 'O': '2.0'}]",93.07835,Cathode,160.0,2.0,94.0
ZnO / C,"[{'Zn': '1.0', 'O': '1.0'}, {'C': '1.0'}]",93.39,Anode,650.0,2.0,94.0
ZnO-N2 @ C,"[{'Zn': '1.0', 'O': '1.0'}, {'C': '1.0'}]",93.39,Anode,406.2,2.0,94.0
LiMn0.95Cr0.05O2,"[{'Li': '1.0', 'Mn': '0.95', 'Cr': '0.05', 'O': '2.0'}]",93.7289,Cathode,170.0,2.0,94.0
VO2(B),"[{'B': '1.0', 'V': '1.0', 'O': '2.0'}]",93.7495,Cathode,500.0,2.0,94.0
TiN-C / sulfur,"[{'Ti': '1.0', 'N': '1.0'}, {'S': '1.0'}]",93.934,Cathode,989.0,2.0,94.0
LiNi0.8Co0.1Al0.1O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.1', 'Al': '0.1', 'O': '2.0'}]",94.4839,Cathode,140.0,2.0,89.0
LiNi0.75Co0.15Al0.10O2,"[{'Li': '1.0', 'Ni': '0.75', 'Co': '0.15', 'Al': '0.1', 'O': '2.0'}]",94.4959,Cathode,172.2,2.0,94.0
Phosphate,"[{'P': '1.0', 'O': '4.0'}]",94.97,Cathode,197.0,1.5,94.0
SiMn / C,"[{'Si': '1.0', 'Mn': '1.0'}, {'C': '1.0'}]",95.034,Anode,426.0,2.0,94.0
PEDOT : PSS-Mg2+,"[{'P': '1.0', 'S': '2.0'}]",95.094,Cathode,1219.0,2.0,94.0
LiNi0.2Mn0.6Co0.2O2,"[{'Li': '1.0', 'Ni': '0.2', 'Mn': '0.6', 'Co': '0.2', 'O': '2.0'}]",95.426,Cathode,258.0,2.0,94.0
CuHCF,"[{'Cu': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",95.563,Cathode,10.0,0.05,94.0
CuS,"[{'Cu': '1.0', 'S': '1.0'}]",95.606,Anode,1087.1,1.1,98.8
CuS / graphene,"[{'Cu': '1.0', 'S': '1.0'}]",95.606,Anode,384.0,1.1,98.8
CuS @ rGO,"[{'Cu': '1.0', 'S': '1.0'}]",95.606,Anode,854.2,1.1,98.8
LiNi0.5Mn0.5O2,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",95.7535,Cathode,120.3,5.11,78.0
(1âx)LiNi0.5Mn0.5O2-xLiMn1.9Al0,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",95.7535,Cathode,236.0,5.11,78.0
LiMn0.5Ni0.5O2,"[{'Li': '1.0', 'Mn': '0.5', 'Ni': '0.5', 'O': '2.0'}]",95.7535,Cathode,187.0,5.11,78.0
S0.6Se0.4 @ CNF,"[{'S': '0.6', 'Se': '0.4'}, {'C': '1.0', 'N': '1.0', 'F': '1.0'}]",95.84040000000002,Cathode,346.0,2.0,94.0
Li2S / KB / CNT,"[{'Li': '2.0', 'S': '1.0'}, {'K': '1.0', 'B': '1.0'}]",95.848,Cathode,200.0,2.0,94.0
Titanate,"[{'Ti': '1.0', 'O': '3.0'}]",95.864,Anode,440.8,4.7,94.0
NVP,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",95.9225,Cathode,100.2,2.0,99.5
NVP / C-3,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",95.9225,Cathode,116.1,2.0,99.5
NVP / C-P,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",95.9225,Cathode,92.8,2.0,99.5
NPV,"[{'N': '1.0', 'P': '1.0', 'V': '1.0'}]",95.9225,Anode,322.0,2.0,99.5
NVP / C-based,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",95.9225,Cathode,71.2,2.0,99.5
NVP / C-T,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",95.9225,Cathode,114.8,2.0,99.5
LiNi0.45Mn0.45Co0.1O2,"[{'Li': '1.0', 'Ni': '0.45', 'Mn': '0.45', 'Co': '0.1', 'O': '2.0'}]",95.96525,Cathode,168.0,4.3,94.0
LiNi0.8Co0.15Al0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Al': '0.05', 'O': '2.0'}]",96.08145,Cathode,25.0,4.33,82.2
LiNi0.80Co0.15Al0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Al': '0.05', 'O': '2.0'}]",96.08145,Cathode,182.1,4.33,82.2
LiNi0.4Mn0.4Co0.2O2,"[{'Li': '1.0', 'Ni': '0.4', 'Mn': '0.4', 'Co': '0.2', 'O': '2.0'}]",96.177,Cathode,181.0,4.5,94.0
LiCo0.95Al0.05O2,"[{'Li': '1.0', 'Co': '0.95', 'Al': '0.05', 'O': '2.0'}]",96.27345,Cathode,141.0,2.0,94.0
LiNi1 / 3Co1 / 3Mn1 / 3O2,"[{'Li': '1.0', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",96.4535812,Cathode,160.0,4.6,93.0
LiNi1 / 3Mn1 / 3Co1 / 3O2,"[{'Li': '1.0', 'Ni': '0.3333', 'Mn': '0.3333', 'Co': '0.3333', 'O': '2.0'}]",96.4535812,Cathode,140.0,4.6,93.0
LiNi1 / 3Co1 / 3Mn1 / 3O2âCNT /,"[{'Li': '1.0', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",96.4535812,Cathode,142.34,4.6,93.0
LiNi0.5Co0.2Mn0.3O2,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.2', 'Mn': '0.3', 'O': '2.0'}]",96.5525,Cathode,76.0,3.0,94.0
LiNi0.5Mn0.3Co0.2O2,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.3', 'Co': '0.2', 'O': '2.0'}]",96.5525,Cathode,150.0,3.0,94.0
LiNi0.82Co0.15Al0.03O2,"[{'Li': '1.0', 'Ni': '0.82', 'Co': '0.15', 'Al': '0.03', 'O': '2.0'}]",96.71567,Cathode,105.0,2.0,94.0
LiNi0.5Mn0.25Co0.25O2,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.25', 'Co': '0.25', 'O': '2.0'}]",96.75225,Cathode,156.0,2.0,94.0
Li1.05Ni1 / 3Co1 / 3Mn1 / 3O2,"[{'Li': '1.05', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",96.8005812,Cathode,158.0,2.5,94.0
Li1.10Ni0.30Co0.30Mn0.40O2,"[{'Li': '1.1', 'Ni': '0.3', 'Co': '0.3', 'Mn': '0.4', 'O': '2.0'}]",96.895,Cathode,158.0,2.0,94.0
LiNi0.6Co0.2Mn0.2O2,"[{'Li': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",96.928,Cathode,145.5,4.6,83.8
LiNi0.6Mn0.2Co0.2O2,"[{'Li': '1.0', 'Ni': '0.6', 'Mn': '0.2', 'Co': '0.2', 'O': '2.0'}]",96.928,Cathode,158.0,4.6,83.8
Li[Ni0.6Co0.2Mn0.2]O2,"[{'Li': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",96.928,Cathode,181.7,4.6,83.8
Li(Ni0.6Mn0.2Co0.2)O2,"[{'Li': '1.0', 'Ni': '0.6', 'Mn': '0.2', 'Co': '0.2', 'O': '2.0'}]",96.928,Cathode,192.1,4.6,83.8
LiNi0.5Co0.3Mn0.2O2,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.3', 'Mn': '0.2', 'O': '2.0'}]",96.952,Cathode,135.4,2.0,94.0
MnO @ NC-Z,"[{'Mn': '1.0', 'O': '1.0'}, {'N': '1.0', 'C': '1.0'}]",96.955,Anode,945.0,0.88,94.0
LiNi0.2Mn0.2Co0.6O2,"[{'Li': '1.0', 'Ni': '0.2', 'Mn': '0.2', 'Co': '0.6', 'O': '2.0'}]",97.024,Cathode,160.0,2.0,94.0
Na0.44MnO2,"[{'Na': '0.44', 'Mn': '1.0', 'O': '2.0'}]",97.0516,Cathode,150.0,2.0,94.0
LiNi0.7Co0.15Mn0.15O2,"[{'Li': '1.0', 'Ni': '0.7', 'Co': '0.15', 'Mn': '0.15', 'O': '2.0'}]",97.10375,Cathode,214.8,2.0,93.3
LiNi0.76Mn0.14Co0.10O2,"[{'Li': '1.0', 'Ni': '0.76', 'Mn': '0.14', 'Co': '0.1', 'O': '2.0'}]",97.1293,Cathode,164.0,2.0,88.0
LiNi0.8Co0.1Mn0.1O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.1', 'Mn': '0.1', 'O': '2.0'}]",97.2795,Cathode,40.0,4.5,94.0
Li(Ni0.8Co0.1Mn0.1)O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.1', 'Mn': '0.1', 'O': '2.0'}]",97.2795,Cathode,140.0,4.5,94.0
LiAlO2-coated LiNi0.8Co0.1Mn0.1O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.1', 'Mn': '0.1', 'O': '2.0'}]",97.2795,Cathode,135.2,4.5,94.0
LiNi0.975Ti0.025O2,"[{'Li': '1.0', 'Ni': '0.975', 'Ti': '0.025', 'O': '2.0'}]",97.36035,Cathode,171.0,2.0,94.0
LiNi0.85Co0.075Mn0.075O2,"[{'Li': '1.0', 'Ni': '0.85', 'Co': '0.075', 'Mn': '0.075', 'O': '2.0'}]",97.367375,Cathode,193.0,2.0,94.0
ZnHCF,"[{'Zn': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",97.397,Cathode,65.4,2.0,94.0
LiNi0.990Al0.005Ti0.005O2,"[{'Li': '1.0', 'Ni': '0.99', 'Al': '0.005', 'Ti': '0.005', 'O': '2.0'}]",97.418315,Cathode,1.45,2.0,94.0
ZnS,"[{'Zn': '1.0', 'S': '1.0'}]",97.44,Anode,650.0,2.0,94.0
LiNi0.995Al0.005O2,"[{'Li': '1.0', 'Ni': '0.995', 'Al': '0.005', 'O': '2.0'}]",97.472445,Cathode,0.81,4.4,94.0
LiNi0.475Mn0.475Zr0.05O2,"[{'Li': '1.0', 'Ni': '0.475', 'Mn': '0.475', 'Zr': '0.05', 'O': '2.0'}]",97.473925,Cathode,220.0,2.0,94.0
LiNi0.8Co0.15Mn0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Mn': '0.05', 'O': '2.0'}]",97.47925,Cathode,209.0,2.0,94.0
LiNi0.990Ti0.010O2,"[{'Li': '1.0', 'Ni': '0.99', 'Ti': '0.01', 'O': '2.0'}]",97.52274,Cathode,175.0,2.0,94.0
LiCo0.99Al0.01O2,"[{'Li': '1.0', 'Co': '0.99', 'Al': '0.01', 'O': '2.0'}]",97.55149,Cathode,8.0,2.0,94.0
LiNiO2,"[{'Li': '1.0', 'Ni': '1.0', 'O': '2.0'}]",97.631,Cathode,224.0,2.5,94.0
LiNi0.9Co0.1O2,"[{'Li': '1.0', 'Ni': '0.9', 'Co': '0.1', 'O': '2.0'}]",97.655,Cathode,193.0,2.0,94.0
LiCo0.95Mn0.05O2,"[{'Li': '1.0', 'Co': '0.95', 'Mn': '0.05', 'O': '2.0'}]",97.67125,Cathode,194.0,3.0,94.0
LiNi0.8Co0.2O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.2', 'O': '2.0'}]",97.679,Cathode,208.0,3.6,79.3
LiCo0.2Ni0.8O2,"[{'Li': '1.0', 'Co': '0.2', 'Ni': '0.8', 'O': '2.0'}]",97.679,Cathode,600.0,3.6,79.3
Co3(PO4)2-coated LiNi0.8Co0.2O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.2', 'O': '2.0'}]",97.679,Cathode,177.6,3.6,79.3
LiNi0.75Co0.25O2,"[{'Li': '1.0', 'Ni': '0.75', 'Co': '0.25', 'O': '2.0'}]",97.691,Cathode,167.0,3.0,94.0
LiNi0.74Co0.26O2,"[{'Li': '1.0', 'Ni': '0.74', 'Co': '0.26', 'O': '2.0'}]",97.6934,Cathode,210.0,2.0,94.0
LiCo0.4Ni0.6O2,"[{'Li': '1.0', 'Co': '0.4', 'Ni': '0.6', 'O': '2.0'}]",97.727,Cathode,140.0,2.0,94.0
LiCo0.7Ni0.3O2,"[{'Li': '1.0', 'Co': '0.7', 'Ni': '0.3', 'O': '2.0'}]",97.799,Cathode,140.0,2.8,94.0
Li(Co0.75Ni0.25)O2,"[{'Li': '1.0', 'Co': '0.75', 'Ni': '0.25', 'O': '2.0'}]",97.811,Cathode,148.0,2.0,94.0
LCO,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cathode,195.0,3.9,98.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cathode,615.0,3.9,98.0
LiCoO2 / CNT,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cathode,140.0,3.9,98.0
LCO-LFO,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cathode,160.0,3.9,98.0
Lithium cobalt oxide,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cathode,145.0,3.9,98.0
LCO / CNT,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cathode,406.0,3.9,98.0
LiNi0.975Ga0.025O2,"[{'Li': '1.0', 'Ni': '0.975', 'Ga': '0.025', 'O': '2.0'}]",97.90675,Cathode,0.04,2.0,94.0
Fluorophosphate,"[{'P': '1.0', 'O': '3.0', 'F': '1.0'}]",97.969,Cathode,100.0,2.0,94.0
Na0.4Mn0.54Co0.46O2,"[{'Na': '0.4', 'Mn': '0.54', 'Co': '0.46', 'O': '2.0'}]",97.9697,Cathode,145.0,2.0,88.0
Li1.5Ni0.25Mn0.75O2+d,"[{'Li': '1.5', 'Ni': '0.25', 'Mn': '0.75', 'O': '2.0'}]",98.28475000000002,Cathode,159.0,2.0,94.0
Li1.5Mn0.75Ni0.15Co0.10O2+Î´,"[{'Li': '1.5', 'Mn': '0.75', 'Ni': '0.15', 'Co': '0.1', 'O': '2.0'}]",98.30875,Cathode,64.9,2.0,94.0
Na0.44Mn0.6Ni0.4O2,"[{'Na': '0.44', 'Mn': '0.6', 'Ni': '0.4', 'O': '2.0'}]",98.5536,Cathode,146.1,4.0,94.0
Li0.946Ca0.027CoO2,"[{'Li': '0.946', 'Ca': '0.027', 'Co': '1.0', 'O': '2.0'}]",98.578346,Cathode,177.9,4.3,94.0
K0.3MnO2,"[{'K': '0.3', 'Mn': '1.0', 'O': '2.0'}]",98.6654,Cathode,136.0,4.0,94.0
FeP @ C,"[{'Fe': '1.0', 'P': '1.0'}, {'C': '1.0'}]",98.83,Anode,363.0,1.08,50.0
FeP @ C / CNTs,"[{'Fe': '1.0', 'P': '1.0', 'C': '1.0'}]",98.83,Anode,489.0,1.08,50.0
Na0.5Ni0.23Fe0.13Mn0.63O2,"[{'Na': '0.5', 'Ni': '0.23', 'Fe': '0.13', 'Mn': '0.63', 'O': '2.0'}]",98.86318,Cathode,60.0,2.0,94.0
SVO,"[{'S': '1.0', 'V': '1.0', 'O': '1.0'}]",99.0005,Cathode,250.0,1.5,94.0
Si / Co / C,"[{'Si': '1.0'}, {'Co': '1.0'}, {'C': '1.0'}]",99.029,Anode,610.0,2.0,94.0
Na0.5Ni0.25Mn0.75O2,"[{'Na': '0.5', 'Ni': '0.25', 'Mn': '0.75', 'O': '2.0'}]",99.36975,Cathode,180.0,2.0,94.0
FeS @ C,"[{'Fe': '1.0', 'S': '1.0'}, {'C': '1.0'}]",99.916,Anode,294.6,2.0,94.0
Na0.67Ni0.25Mg0.1Mn0.65O2,"[{'Na': '0.67', 'Ni': '0.25', 'Mg': '0.1', 'Mn': '0.65', 'O': '2.0'}]",100.21475,Cathode,63.0,2.0,94.0
Na0.80Li0.12Ni0.22Mn0.66O2,"[{'Na': '0.8', 'Li': '0.12', 'Ni': '0.22', 'Mn': '0.66', 'O': '2.0'}]",100.39434,Cathode,118.0,4.2,94.0
Si / Ge,"[{'Si': '1.0'}, {'Ge': '1.0'}]",100.715,Anode,1720.0,2.0,98.0
Na0.6MnO2,"[{'Na': '0.6', 'Mn': '1.0', 'O': '2.0'}]",100.73,Cathode,200.0,4.3,94.0
KOH / CNF,"[{'K': '1.0', 'O': '1.0', 'H': '1.0'}, {'C': '1.0', 'N': '1.0', 'F': '1.0'}]",101.121,Anode,122.0,2.0,94.0
Na0.6Co0.1Mn0.9O2,"[{'Na': '0.6', 'Co': '0.1', 'Mn': '0.9', 'O': '2.0'}]",101.1295,Cathode,187.0,2.0,94.0
Na0.75Mn0.7Ni0.23O2,"[{'Na': '0.75', 'Mn': '0.7', 'Ni': '0.23', 'O': '2.0'}]",101.19649,Cathode,268.0,3.6,43.0
Na0.75Mn0.70Ni0.23O2,"[{'Na': '0.75', 'Mn': '0.7', 'Ni': '0.23', 'O': '2.0'}]",101.19649,Cathode,257.0,3.6,43.0
TiOF2,"[{'Ti': '1.0', 'O': '1.0', 'F': '2.0'}]",101.862,Anode,205.0,2.0,94.0
VOCl,"[{'V': '1.0', 'O': '1.0', 'Cl': '1.0'}]",102.3905,Cathode,124.7,2.0,94.0
Li / CuS,"[{'Li': '1.0'}, {'Cu': '1.0', 'S': '1.0'}]",102.546,Cathode,561.0,2.0,94.0
Na0.67Fe0.5Mn0.5O2,"[{'Na': '0.67', 'Fe': '0.5', 'Mn': '0.5', 'O': '2.0'}]",102.7928,Cathode,136.7,2.0,94.0
CNT / CoS @ C,"[{'Co': '1.0', 'S': '1.0', 'C': '1.0'}]",103.004,Anode,341.0,3.0,99.6
Na0.7MnO2,"[{'Na': '0.7', 'Mn': '1.0', 'O': '2.0'}]",103.029,Cathode,140.9,3.9,94.0
Na0.67Co0.25Mn0.65Cr0.10O2,"[{'Na': '0.67', 'Co': '0.25', 'Mn': '0.65', 'Cr': '0.1', 'O': '2.0'}]",103.04385,Cathode,86.0,2.0,94.0
Na0.67Co0.25Mn0.75O2,"[{'Na': '0.67', 'Co': '0.25', 'Mn': '0.75', 'O': '2.0'}]",103.33805,Cathode,52.79,2.4,94.0
Na0.8Li0.1Ni0.31Mn0.62O2,"[{'Na': '0.8', 'Li': '0.1', 'Ni': '0.31', 'Mn': '0.62', 'O': '2.0'}]",103.34039,Cathode,80.0,4.4,76.0
Na0.67Ni0.33Mn0.67O2,"[{'Na': '0.67', 'Ni': '0.33', 'Mn': '0.67', 'O': '2.0'}]",103.57845000000002,Cathode,140.0,4.5,94.0
GeP,"[{'Ge': '1.0', 'P': '1.0'}]",103.604,Anode,520.0,2.5,78.0
Na0.67Mn0.65Ni0.2Co0.15O2,"[{'Na': '0.67', 'Mn': '0.65', 'Ni': '0.2', 'Co': '0.15', 'O': '2.0'}]",103.68955,Cathode,93.0,1.5,94.0
OH-S @ MnO2,"[{'O': '1.0', 'H': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",103.943,Cathode,1155.0,2.35,100.0
Na0.66Co0.5Mn0.5O2,"[{'Na': '0.66', 'Co': '0.5', 'Mn': '0.5', 'O': '2.0'}]",104.1069,Cathode,156.1,2.0,94.0
Li1.4Ni0.3Mn0.7O2.4,"[{'Li': '1.4', 'Ni': '0.3', 'Mn': '0.7', 'O': '2.4'}]",104.1781,Cathode,329.6,4.3,94.0
Li2NiO2,"[{'Li': '2.0', 'Ni': '1.0', 'O': '2.0'}]",104.571,Cathode,337.0,2.0,94.0
GeO2,"[{'Ge': '1.0', 'O': '2.0'}]",104.628,Anode,165.0,2.0,99.0
GeO2-CNF,"[{'Ge': '1.0', 'O': '2.0'}]",104.628,Anode,1031.0,2.0,99.0
SiO2 @ CNF,"[{'Si': '1.0', 'O': '2.0'}, {'C': '1.0', 'N': '1.0', 'F': '1.0'}]",105.099,Anode,817.0,2.0,94.0
Na0.95Cr0.95Ti0.05O2,"[{'Na': '0.95', 'Cr': '0.95', 'Ti': '0.05', 'O': '2.0'}]",105.62805,Cathode,104.0,2.0,94.0
LiVO3,"[{'Li': '1.0', 'V': '1.0', 'O': '3.0'}]",105.8785,Cathode,250.0,2.0,94.0
Li1.5Ni0.25Mn0.75O2.5,"[{'Li': '1.5', 'Ni': '0.25', 'Mn': '0.75', 'O': '2.5'}]",106.28425,Cathode,20.0,2.0,94.0
K0.5MnO2,"[{'K': '0.5', 'Mn': '1.0', 'O': '2.0'}]",106.485,Cathode,110.0,1.5,94.0
K0.45Mn0.5Co0.5O2,"[{'K': '0.45', 'Mn': '0.5', 'Co': '0.5', 'O': '2.0'}]",106.5276,Cathode,83.0,3.9,94.0
NbN,"[{'Nb': '1.0', 'N': '1.0'}]",106.913,Anode,300.0,2.0,94.0
K0.5[Mn0.8Fe0.1Ni0.1]O2,"[{'K': '0.5', 'Mn': '0.8', 'Fe': '0.1', 'Ni': '0.1', 'O': '2.0'}]",106.9512,Cathode,120.0,3.9,94.0
NaCrO2,"[{'Na': '1.0', 'Cr': '1.0', 'O': '2.0'}]",106.984,Cathode,123.0,3.0,55.0
Na0.7CoO2,"[{'Na': '0.7', 'Co': '1.0', 'O': '2.0'}]",107.024,Cathode,100.0,2.0,94.0
FeOCl,"[{'Fe': '1.0', 'O': '1.0', 'Cl': '1.0'}]",107.294,Cathode,155.0,3.5,94.0
Li2S / KB / C,"[{'Li': '2.0', 'S': '1.0'}, {'K': '1.0', 'B': '1.0'}, {'C': '1.0'}]",107.859,Cathode,400.0,2.1,100.0
Zn0.76Co0.24S @ C,"[{'Zn': '0.76', 'Co': '0.24', 'S': '1.0'}, {'C': '1.0'}]",107.90372,Anode,579.0,2.0,94.0
NVP / C,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}, {'C': '1.0'}]",107.9335,Cathode,101.0,2.2,99.0
NVP @ C,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}, {'C': '1.0'}]",107.9335,Cathode,111.4,2.2,99.0
NVPC-800,"[{'N': '1.0', 'V': '1.0', 'P': '1.0', 'C': '1.0'}]",107.9335,Cathode,73.0,2.2,99.0
Na0.74CoO2,"[{'Na': '0.74', 'Co': '1.0', 'O': '2.0'}]",107.9436,Cathode,107.0,2.0,94.0
Si @ TiO2,"[{'Si': '1.0'}, {'Ti': '1.0', 'O': '2.0'}]",107.95,Anode,2726.1,2.5,94.0
CS3,"[{'C': '1.0', 'S': '3.0'}]",108.191,Cathode,238.1,2.0,94.0
NaNi0.5Ti0.5O2,"[{'Na': '1.0', 'Ni': '0.5', 'Ti': '0.5', 'O': '2.0'}]",108.268,Cathode,82.0,2.0,94.0
